반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,물품상태,사유
2020-07-11,2020-07-17,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201518510,2015-07-25,6695000,2015-08-02,학생지원팀(ERICA),반납,중고품,불용결정
2016-08-31,2016-09-03,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201518511,2015-07-25,6695000,2015-08-02,학생지원팀(ERICA),반납,정비필요품,고장/파손
2022-11-28,2022-12-02,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201518512,2015-07-25,6695000,2015-08-02,학생지원팀(ERICA),반납,정비필요품,고장/파손
2024-01-31,2024-02-04,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201518513,2015-07-25,6695000,2015-08-02,학생지원팀(ERICA),반납,폐품,사용연한경과
2023-03-04,2023-03-16,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201518514,2015-07-25,6695000,2015-08-02,학생지원팀(ERICA),반납,폐품,사용연한경과
2018-11-25,2018-12-02,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201518515,2015-07-25,6695000,2015-08-02,학생지원팀(ERICA),반납,정비필요품,고장/파손
2023-05-20,2023-05-30,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201518516,2015-07-25,6695000,2015-08-02,학생지원팀(ERICA),반납,폐품,사용연한경과
2023-11-26,2023-12-05,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201518518,2015-07-25,6695000,2015-08-02,학생지원팀(ERICA),반납,폐품,사용연한경과
2023-03-09,2023-03-13,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202118526,2021-04-29,4131000,2021-05-09,학생지원팀(ERICA),반납,중고품,사업종료
2024-06-12,2024-06-17,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202118531,2021-04-29,4131000,2021-05-09,학생지원팀(ERICA),반납,중고품,불용결정
2021-05-22,2021-05-31,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918535,2019-01-02,4176000,2019-01-07,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-02-07,2025-02-18,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201918536,2019-01-02,4176000,2019-01-07,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-08-13,,badbergjr,박대리,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201818537,2018-12-08,15830000,2018-12-21,소프트웨어융합대학RC행정팀(ERICA),운용,폐품,사용연한경과
2024-08-01,2024-08-09,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201818539,2018-12-08,15830000,2018-12-21,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2022-11-20,2022-12-02,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201818540,2018-12-08,15830000,2018-12-21,소프트웨어융합대학RC행정팀(ERICA),반납,신품,잉여물품
2020-07-17,2020-07-23,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201818541,2018-12-08,15830000,2018-12-21,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-08-05,2020-08-10,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201518542,2015-02-18,161000,2015-03-04,공학대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2026-01-20,,badbergjr,박대리,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201518543,2015-02-18,161000,2015-03-04,공학대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2025-08-07,2025-08-19,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201518544,2015-02-18,161000,2015-03-04,공학대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2022-08-05,2022-08-14,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201518545,2015-02-18,161000,2015-03-04,공학대학RC행정팀(ERICA),반납,중고품,사업종료
2025-12-19,,badbergjr,박대리,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202118589,2021-05-21,24201000,2021-06-03,글로벌문화통상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2022-07-06,2022-07-13,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202118594,2021-05-21,24201000,2021-06-03,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-07-06,,badbergjr,박대리,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201918597,2019-06-17,1472000,2019-06-29,글로벌문화통상대학RC행정팀(ERICA),운용,중고품,불용결정
2024-04-21,2024-04-25,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201918599,2019-06-17,1472000,2019-06-29,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,불용결정
2025-02-25,2025-03-01,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201918601,2019-06-17,1472000,2019-06-29,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-05-10,2022-05-22,badbergjr,박대리,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201918603,2019-06-17,1472000,2019-06-29,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2024-06-29,,badbergjr,박대리,반려,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201918608,2019-03-15,1161000,2019-03-29,경상대학RC행정팀(ERICA),운용,폐품,사용연한경과
2025-04-15,2025-04-26,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201918610,2019-03-15,1161000,2019-03-29,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2024-12-07,,badbergjr,박대리,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201918611,2019-03-15,1161000,2019-03-29,경상대학RC행정팀(ERICA),운용,중고품,불용결정
2022-11-30,2022-12-06,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201918612,2019-03-15,1161000,2019-03-29,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2024-03-21,2024-03-31,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918613,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2022-10-11,2022-10-23,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918614,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,신품,잉여물품
2025-03-06,2025-03-12,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918616,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,신품,잉여물품
2025-03-06,2025-03-18,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918618,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2025-01-06,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918620,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),운용,중고품,불용결정
2023-02-17,2023-02-24,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918621,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2022-03-03,2022-03-09,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918622,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2024-09-20,2024-09-26,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918623,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2021-01-07,2021-01-10,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918624,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-06-19,2024-07-02,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918625,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2025-04-26,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918626,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2021-12-30,2022-01-08,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918629,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2025-08-26,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918630,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),운용,중고품,불용결정
2020-11-01,2020-11-09,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918631,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,사업종료
2021-04-25,2021-04-28,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918632,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-08-12,2024-08-23,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918633,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-02-22,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918636,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),운용,폐품,사용연한경과
2025-09-27,2025-10-05,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918637,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-11-10,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918638,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),운용,중고품,사업종료
2023-07-18,2023-07-31,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918640,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2025-08-17,2025-08-24,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918644,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,신품,잉여물품
2023-05-19,2023-05-24,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918645,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,신품,잉여물품
2023-04-24,2023-04-27,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918646,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2024-05-07,2024-05-10,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201918648,2019-01-02,13059000,2019-01-05,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,사업종료
2025-05-24,2025-05-28,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201718649,2017-07-01,361000,2017-07-07,학생지원팀(ERICA),반납,중고품,불용결정
2021-10-05,2021-10-14,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201718650,2017-07-01,361000,2017-07-07,학생지원팀(ERICA),반납,폐품,사용연한경과
2024-08-04,2024-08-13,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201718652,2017-07-01,361000,2017-07-07,학생지원팀(ERICA),반납,폐품,사용연한경과
2025-08-05,,badbergjr,박대리,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201718653,2017-07-01,361000,2017-07-07,학생지원팀(ERICA),운용,폐품,사용연한경과
2022-12-04,2022-12-07,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201718654,2017-07-01,361000,2017-07-07,학생지원팀(ERICA),반납,정비필요품,고장/파손
2022-04-23,2022-04-26,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201818655,2018-10-24,2233000,2018-10-28,시설팀(ERICA),반납,정비필요품,고장/파손
2019-12-20,2019-12-26,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201818656,2018-10-24,2233000,2018-10-28,시설팀(ERICA),반납,신품,잉여물품
2025-11-03,2025-11-15,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201818657,2018-10-24,2233000,2018-10-28,시설팀(ERICA),반납,폐품,사용연한경과
2021-04-19,2021-05-03,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201818658,2018-10-24,2233000,2018-10-28,시설팀(ERICA),반납,중고품,사업종료
2025-08-05,,badbergjr,박대리,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201818660,2018-10-24,2233000,2018-10-28,시설팀(ERICA),운용,중고품,불용결정
2020-02-03,2020-02-14,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201518662,2015-07-13,1100000,2015-07-24,학생지원팀(ERICA),반납,폐품,사용연한경과
2022-07-01,2022-07-08,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118664,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),반납,폐품,사용연한경과
2025-10-06,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118665,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),운용,폐품,사용연한경과
2025-02-10,2025-02-15,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118669,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),반납,중고품,사업종료
2025-11-14,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118674,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),운용,폐품,사용연한경과
2024-01-22,2024-01-26,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118676,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),반납,폐품,사용연한경과
2024-12-11,2024-12-19,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118678,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),반납,정비필요품,고장/파손
2024-11-21,2024-11-24,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118679,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),반납,폐품,사용연한경과
2025-06-25,2025-07-09,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118683,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),반납,중고품,불용결정
2023-03-24,2023-03-28,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118686,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),반납,중고품,불용결정
2023-04-15,2023-04-29,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202118687,2021-05-07,10591000,2021-05-19,학생지원팀(ERICA),반납,정비필요품,고장/파손
2025-03-12,2025-03-20,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202218698,2022-07-10,1943000,2022-07-24,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2025-02-18,2025-03-04,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201918706,2019-06-12,261000,2019-06-15,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-01-27,,badbergjr,박대리,반려,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201918708,2019-06-12,261000,2019-06-15,경상대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2024-12-01,,badbergjr,박대리,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201918709,2019-06-12,261000,2019-06-15,경상대학RC행정팀(ERICA),운용,폐품,사용연한경과
