처분일자,처분확정일자,처분정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,불용일자,내용연수,정리일자
2018-01-06,2018-03-22,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201724728,2017-09-01,11370000,폐기,폐품,사용연한경과,2017-12-28,10,2017-09-08
2017-12-13,2018-02-15,도난,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201724732,2017-09-01,11370000,도난,폐품,사용연한경과,2017-12-04,10,2017-09-08
2020-09-27,2020-12-04,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202024750,2020-04-29,1004000,폐기,정비필요품,고장/파손,2020-09-21,10,2020-05-12
2015-12-22,,폐기,hyl0610,황팀장,반려,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201524762,2015-03-07,1063000,폐기,폐품,사용연한경과,2015-12-18,10,2015-03-11
2019-10-07,,매각,hyl0610,황팀장,반려,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201924773,2019-01-06,5629000,매각,중고품,사업종료,2019-10-02,10,2019-01-14
2015-07-12,2015-09-21,매각,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201524776,2015-01-23,5779000,매각,중고품,불용결정,2015-07-10,6,2015-02-03
2017-04-14,2017-06-02,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201624829,2016-04-05,4090000,폐기,폐품,사용연한경과,2017-04-01,10,2016-04-18
2017-12-10,2018-02-11,매각,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201624854,2016-12-11,487000,매각,중고품,불용결정,2017-12-09,5,2016-12-19
2023-08-17,2023-10-21,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202224898,2022-08-14,271000,폐기,폐품,사용연한경과,2023-08-05,4,2022-08-19
2020-01-08,2020-02-22,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201924910,2019-01-05,3138000,폐기,정비필요품,고장/파손,2020-01-04,6,2019-01-18
2017-07-30,2017-10-14,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201624929,2016-11-18,2610000,폐기,폐품,사용연한경과,2017-07-25,5,2016-11-29
2017-04-05,2017-05-15,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201624933,2016-11-18,2610000,폐기,폐품,직권 불용(파손/노후),2017-04-04,5,2016-11-29
2018-07-13,2018-08-22,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201824935,2018-01-30,4229000,폐기,폐품,사용연한경과,2018-07-03,8,2018-02-02
2019-01-08,2019-03-19,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201824939,2018-01-30,4229000,폐기,폐품,사용연한경과,2018-12-25,8,2018-02-02
2016-04-09,2016-06-01,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201524947,2015-01-20,6230000,폐기,정비필요품,고장/파손,2016-04-06,10,2015-01-23
2015-06-26,2015-08-03,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201524948,2015-01-20,6230000,폐기,폐품,사용연한경과,2015-06-16,10,2015-01-23
2015-11-21,2016-01-03,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201524952,2015-01-20,6230000,폐기,정비필요품,고장/파손,2015-11-11,10,2015-01-23
2021-03-27,2021-06-22,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202024970,2020-09-08,1815000,폐기,정비필요품,고장/파손,2021-03-14,5,2020-09-21
2020-04-16,2020-06-21,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201924992,2019-05-30,1512000,폐기,정비필요품,고장/파손,2020-04-07,5,2019-06-05
2016-03-17,2016-06-04,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201524994,2015-11-29,545000,폐기,폐품,직권 불용(파손/노후),2016-03-08,5,2015-12-07
2016-04-02,2016-06-12,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201524995,2015-11-29,545000,폐기,정비필요품,고장/파손,2016-03-26,5,2015-12-07
2020-09-05,2020-10-22,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201925007,2019-10-29,4250000,폐기,폐품,사용연한경과,2020-08-31,8,2019-11-10
2017-06-16,2017-08-04,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201625010,2016-05-17,7842000,폐기,폐품,사용연한경과,2017-06-11,10,2016-05-28
2017-03-07,2017-05-20,매각,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201625016,2016-05-17,7842000,매각,중고품,불용결정,2017-03-01,10,2016-05-28
2016-09-28,2016-12-24,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201625017,2016-05-17,7842000,폐기,폐품,직권 불용(파손/노후),2016-09-17,10,2016-05-28
2018-04-13,2018-06-10,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201725029,2017-05-05,5689000,폐기,정비필요품,고장/파손,2018-04-02,6,2017-05-17
2016-02-17,2016-04-18,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201525034,2015-05-22,510000,폐기,폐품,사용연한경과,2016-02-08,6,2015-05-30
2016-11-06,2017-01-03,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625076,2016-07-10,8694000,폐기,폐품,직권 불용(파손/노후),2016-10-30,10,2016-07-18
2017-04-17,2017-06-10,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625079,2016-07-10,8694000,폐기,정비필요품,고장/파손,2017-04-07,10,2016-07-18
2025-09-25,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625087,2016-07-10,8694000,폐기,폐품,직권 불용(파손/노후),2016-09-30,10,2016-07-18
2017-02-13,2017-03-25,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625095,2016-07-10,8694000,폐기,폐품,사용연한경과,2017-01-30,10,2016-07-18
2017-03-21,2017-05-20,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625097,2016-07-10,8694000,폐기,폐품,사용연한경과,2017-03-14,10,2016-07-18
2017-06-19,2017-08-29,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625098,2016-07-10,8694000,매각,중고품,사업종료,2017-06-17,10,2016-07-18
2016-11-04,2016-12-07,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625099,2016-07-10,8694000,폐기,폐품,직권 불용(파손/노후),2016-11-01,10,2016-07-18
2016-10-16,,폐기,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625108,2016-07-10,8694000,폐기,폐품,직권 불용(파손/노후),2016-10-14,10,2016-07-18
2016-12-03,2017-02-16,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625110,2016-07-10,8694000,폐기,폐품,직권 불용(파손/노후),2016-12-01,10,2016-07-18
2016-10-14,2016-11-16,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625111,2016-07-10,8694000,폐기,폐품,직권 불용(파손/노후),2016-10-09,10,2016-07-18
2017-07-31,2017-10-06,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625112,2016-07-10,8694000,폐기,폐품,사용연한경과,2017-07-25,10,2016-07-18
2015-07-29,2015-10-22,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201525146,2015-04-25,19036000,폐기,폐품,직권 불용(파손/노후),2015-07-18,6,2015-05-09
2025-02-05,,매각,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202125194,2021-01-21,4663000,매각,중고품,사업종료,2021-07-26,6,2021-02-04
2017-09-28,2017-12-04,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201725220,2017-06-27,10087000,폐기,폐품,직권 불용(파손/노후),2017-09-14,5,2017-07-06
2016-09-22,2016-11-01,폐기,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201625224,2016-03-13,28592000,폐기,정비필요품,고장/파손,2016-09-08,7,2016-03-22
2016-09-12,2016-11-16,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201525331,2015-12-25,14994000,폐기,정비필요품,고장/파손,2016-09-03,6,2016-01-03
2016-08-26,2016-10-13,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201525336,2015-12-25,14994000,폐기,정비필요품,고장/파손,2016-08-16,6,2016-01-03
2018-04-07,2018-06-27,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201725352,2017-12-12,4383000,폐기,폐품,직권 불용(파손/노후),2018-03-29,5,2017-12-26
2019-09-16,2019-10-26,멸실,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201925464,2019-03-09,1308000,멸실,중고품,사업종료,2019-09-10,10,2019-03-23
2019-09-27,2019-11-05,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201825557,2018-12-25,705000,폐기,폐품,사용연한경과,2019-09-21,5,2019-01-08
2019-05-05,2019-07-21,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201825559,2018-12-25,705000,폐기,폐품,사용연한경과,2019-05-02,5,2019-01-08
2016-11-01,2017-01-30,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201625568,2016-02-14,593000,폐기,폐품,사용연한경과,2016-10-30,5,2016-02-27
2016-01-03,2016-02-13,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201525582,2015-08-27,2741000,폐기,폐품,직권 불용(파손/노후),2015-12-22,5,2015-08-31
2017-06-25,2017-08-08,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201725589,2017-02-17,2618000,폐기,폐품,직권 불용(파손/노후),2017-06-13,6,2017-03-01
2017-11-23,,폐기,hyl0610,황팀장,반려,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201725590,2017-02-17,2618000,폐기,정비필요품,고장/파손,2017-11-19,6,2017-03-01
2017-03-29,2017-05-21,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201625598,2016-08-24,443000,폐기,폐품,사용연한경과,2017-03-19,5,2016-08-30
2023-02-11,2023-04-24,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202225606,2022-03-10,2281000,폐기,정비필요품,고장/파손,2023-01-28,5,2022-03-14
2022-10-19,2022-12-25,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202225610,2022-03-10,2281000,폐기,정비필요품,고장/파손,2022-10-17,5,2022-03-14
2015-06-11,2015-09-08,도난,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201525628,2015-02-19,3253000,도난,폐품,직권 불용(파손/노후),2015-06-06,6,2015-02-28
2025-10-11,,폐기,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201825654,2018-01-13,6973000,폐기,정비필요품,고장/파손,2018-09-26,10,2018-01-16
2017-09-24,2017-12-19,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201625686,2016-10-22,14588000,폐기,정비필요품,고장/파손,2017-09-14,10,2016-10-31
2017-07-12,2017-08-24,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201625690,2016-10-22,14588000,매각,중고품,사업종료,2017-07-09,10,2016-10-31
2024-10-30,,폐기,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201625692,2016-10-22,14588000,폐기,정비필요품,고장/파손,2017-06-14,10,2016-10-31
2017-03-22,2017-04-27,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201625693,2016-10-22,14588000,폐기,폐품,사용연한경과,2017-03-20,10,2016-10-31
2017-04-29,2017-06-03,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201625710,2016-10-22,14588000,폐기,폐품,사용연한경과,2017-04-28,10,2016-10-31
2017-06-13,2017-09-03,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201625715,2016-10-22,14588000,폐기,정비필요품,고장/파손,2017-06-12,10,2016-10-31
2017-11-22,2018-01-17,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201625722,2016-10-22,14588000,폐기,폐품,사용연한경과,2017-11-16,10,2016-10-31
2017-06-10,2017-08-16,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201625728,2016-10-22,14588000,폐기,정비필요품,고장/파손,2017-05-29,10,2016-10-31
2023-02-27,2023-05-12,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202225732,2022-02-20,1879000,폐기,정비필요품,고장/파손,2023-02-20,6,2022-03-06
2021-12-17,2022-02-06,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202125795,2021-07-17,10045000,폐기,정비필요품,고장/파손,2021-12-10,10,2021-07-24
2019-04-29,2019-06-13,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201825825,2018-05-09,5576000,폐기,폐품,사용연한경과,2019-04-20,5,2018-05-20
2017-05-26,2017-08-18,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201625827,2016-07-23,437000,폐기,정비필요품,고장/파손,2017-05-21,5,2016-07-29
2016-11-08,,폐기,hyl0610,황팀장,반려,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201625831,2016-07-23,437000,폐기,폐품,직권 불용(파손/노후),2016-11-02,5,2016-07-29
2024-12-21,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625835,2016-01-02,8411000,폐기,폐품,사용연한경과,2016-06-29,10,2016-01-12
2016-04-24,2016-06-13,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625840,2016-01-02,8411000,폐기,폐품,직권 불용(파손/노후),2016-04-23,10,2016-01-12
2016-05-16,2016-07-28,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625864,2016-01-02,8411000,매각,중고품,사업종료,2016-05-11,10,2016-01-12
2016-04-29,2016-07-16,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201625869,2016-01-02,8411000,폐기,정비필요품,고장/파손,2016-04-24,10,2016-01-12
2022-03-22,2022-05-20,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202125909,2021-02-16,1517000,폐기,폐품,사용연한경과,2022-03-13,10,2021-03-01
2022-03-26,2022-06-08,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202125924,2021-02-10,2302000,폐기,폐품,사용연한경과,2022-03-12,10,2021-02-21
2022-01-10,2022-03-23,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202125927,2021-02-10,2302000,폐기,폐품,사용연한경과,2022-01-09,10,2021-02-21
2018-01-03,2018-03-23,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201725947,2017-04-14,4163000,폐기,정비필요품,고장/파손,2017-12-27,10,2017-04-22
2025-11-07,,매각,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201525989,2015-04-18,3912000,매각,중고품,불용결정,2015-10-10,10,2015-04-30
2015-11-25,2016-01-08,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201525992,2015-04-18,3912000,매각,중고품,사업종료,2015-11-14,10,2015-04-30
2017-10-01,2017-12-18,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201625999,2016-11-01,12781000,폐기,정비필요품,고장/파손,2017-09-20,10,2016-11-14
2017-02-06,2017-03-27,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201626001,2016-11-01,12781000,폐기,폐품,직권 불용(파손/노후),2017-01-29,10,2016-11-14
2017-02-09,2017-03-25,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201626006,2016-11-01,12781000,폐기,폐품,직권 불용(파손/노후),2017-01-26,10,2016-11-14
2017-03-18,2017-05-28,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201626010,2016-11-01,12781000,폐기,폐품,사용연한경과,2017-03-05,10,2016-11-14
2017-07-10,2017-09-23,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201626022,2016-11-01,12781000,폐기,정비필요품,고장/파손,2017-07-03,10,2016-11-14
2017-05-09,2017-06-09,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201626027,2016-11-01,12781000,폐기,폐품,사용연한경과,2017-05-06,10,2016-11-14
